id_venta,fecha,id_cliente,pais,sucursal,producto,categoria,cantidad,precio_unitario,canal,metodo_pago
8654,2025-09-28,69248,Honduras,Sucursal-3,Audifonos BT,Audio,7,354.63,Web,PayPal
8655,2025-04-16,46097,Honduras,Sucursal-23,SSD 1TB,Almacenamiento,2,722.76,Marketplace,Transferencia
8656,2025-10-24,26074,Guatemala,Sucursal-22,Router WiFi 6,Redes,6,680.99,Tienda,Tarjeta
8657,2025-06-12,38937,Estados Unidos,Sucursal-19,Laptop Pro 14,Computadoras,2,9101.16,Tienda,Efectivo
8658,2025-01-22,116164,Estados Unidos,Sucursal-15,SSD 1TB,Almacenamiento,8,737.95,App,Tarjeta
8659,2026-02-15,97831,El Salvador,Sucursal-20,SSD 1TB,Almacenamiento,2,637.36,Tienda,Efectivo
8660,2025-03-02,58690,Estados Unidos,Sucursal-24,Audifonos BT,Audio,1,316.19,Tienda,Efectivo
8661,2025-09-30,24413,Mexico,Sucursal-27,Monitor 24,Monitores,1,1202.39,App,Tarjeta
8662,2025-01-29,36549,Mexico,Sucursal-14,Mouse Gamer X,Accesorios,6,167.83,Tienda,PayPal
8663,2025-11-07,62982,Mexico,Sucursal-26,USB 64GB,Almacenamiento,8,79.72,Web,Efectivo
8664,2025-04-01,40203,Estados Unidos,Sucursal-8,Mouse Gamer X,Accesorios,4,209.32,Tienda,PayPal
8665,2025-07-27,113186,Mexico,Sucursal-16,Silla Ergonomica,Muebles,1,1697.13,App,Tarjeta
8666,2025-09-24,35269,Estados Unidos,Sucursal-1,Router WiFi 6,Redes,3,750.54,App,PayPal
8667,2025-10-17,58142,Mexico,Sucursal-15,Silla Ergonomica,Muebles,4,1405.93,App,Tarjeta
8668,2025-09-28,30335,Mexico,Sucursal-17,Monitor 24,Monitores,5,1278.02,Web,Transferencia
8669,2026-01-12,22350,Estados Unidos,Sucursal-3,SSD 1TB,Almacenamiento,3,680.32,Tienda,Tarjeta
8670,2025-03-13,76655,Mexico,Sucursal-10,Silla Ergonomica,Muebles,2,1681.69,App,PayPal
8671,2025-11-10,23583,Guatemala,Sucursal-18,SSD 1TB,Almacenamiento,7,755.25,App,Tarjeta
8672,2025-03-29,1351,Mexico,Sucursal-2,USB 64GB,Almacenamiento,2,75.5,Tienda,Transferencia
8673,2025-04-14,36066,Estados Unidos,Sucursal-18,USB 64GB,Almacenamiento,3,73.25,Marketplace,Efectivo
8674,2025-02-14,110555,Estados Unidos,Sucursal-1,Laptop Pro 14,Computadoras,5,10086.14,Marketplace,Efectivo
8675,2025-12-07,48595,Guatemala,Sucursal-2,Router WiFi 6,Redes,7,779.56,Marketplace,Efectivo
8676,2025-07-28,38697,El Salvador,Sucursal-12,Monitor 24,Monitores,8,1160.28,App,PayPal
8677,2025-11-24,96140,Mexico,Sucursal-16,Laptop Pro 14,Computadoras,7,10091.97,Web,PayPal
8678,2025-07-12,30236,El Salvador,Sucursal-24,USB 64GB,Almacenamiento,7,69.08,Web,Efectivo
8679,2025-09-11,29244,Honduras,Sucursal-20,Router WiFi 6,Redes,8,640.88,Web,Transferencia
8680,2025-04-12,11424,Estados Unidos,Sucursal-28,SSD 1TB,Almacenamiento,4,741.6,Web,Transferencia
8681,2025-03-02,64978,Guatemala,Sucursal-5,Monitor 24,Monitores,8,1192.83,Web,Tarjeta
8682,2026-04-28,67428,El Salvador,Sucursal-25,Mouse Gamer X,Accesorios,8,184.39,Marketplace,PayPal
8683,2025-03-12,117004,Guatemala,Sucursal-5,Impresora Laser,Impresion,3,1703.03,Web,PayPal
8684,2026-03-29,93088,Honduras,Sucursal-29,Teclado Mecanico,Accesorios,3,415.93,App,Transferencia
8685,2025-04-08,332,El Salvador,Sucursal-1,SSD 1TB,Almacenamiento,1,700.98,Web,PayPal
8686,2026-03-16,77618,Honduras,Sucursal-8,Monitor 24,Monitores,6,1135.02,Marketplace,PayPal
8687,2025-03-29,78632,Mexico,Sucursal-9,SSD 1TB,Almacenamiento,3,639.04,Marketplace,Tarjeta
8688,2025-03-19,5982,Honduras,Sucursal-30,SSD 1TB,Almacenamiento,1,670.78,Web,Efectivo
8689,2025-04-11,37955,Estados Unidos,Sucursal-26,Impresora Laser,Impresion,7,1397.96,App,Efectivo
8690,2025-02-07,32492,Mexico,Sucursal-9,Laptop Pro 14,Computadoras,2,8947.05,Marketplace,PayPal
8691,2025-07-26,112371,El Salvador,Sucursal-1,Silla Ergonomica,Muebles,5,1900.59,Marketplace,Transferencia
8692,2025-02-04,50568,Mexico,Sucursal-7,Mouse Gamer X,Accesorios,4,165.1,Web,Tarjeta
8693,2025-11-14,109076,Guatemala,Sucursal-29,Router WiFi 6,Redes,1,829.99,Tienda,Transferencia
8694,2025-04-05,71496,Guatemala,Sucursal-20,SSD 1TB,Almacenamiento,4,584.05,Web,Tarjeta
8695,2025-04-27,116091,Mexico,Sucursal-9,Laptop Pro 14,Computadoras,6,7893.29,Web,Efectivo
8696,2025-08-02,48333,El Salvador,Sucursal-10,Router WiFi 6,Redes,1,684.84,App,Tarjeta
8697,2026-03-23,9187,El Salvador,Sucursal-26,Router WiFi 6,Redes,4,839.91,Web,Efectivo
8698,2025-10-02,63131,Estados Unidos,Sucursal-26,Silla Ergonomica,Muebles,4,1873.92,App,Tarjeta
8699,2025-02-03,10443,Estados Unidos,Sucursal-14,Teclado Mecanico,Accesorios,1,459.05,Web,Efectivo
8700,2025-04-22,67690,Mexico,Sucursal-26,Router WiFi 6,Redes,2,682.37,Marketplace,Efectivo
8701,2025-11-12,54872,Honduras,Sucursal-11,Teclado Mecanico,Accesorios,8,385.2,Tienda,Efectivo
8702,2025-03-03,86371,Estados Unidos,Sucursal-21,Impresora Laser,Impresion,6,1534.73,Web,Transferencia
8703,2025-07-12,49908,Estados Unidos,Sucursal-30,Monitor 24,Monitores,7,1475.9,App,Efectivo
8704,2025-03-11,56584,Mexico,Sucursal-29,Silla Ergonomica,Muebles,7,1377.79,Tienda,PayPal
8705,2025-12-18,72439,Guatemala,Sucursal-17,Silla Ergonomica,Muebles,5,1667.18,Web,Transferencia
8706,2025-05-09,22816,Honduras,Sucursal-28,Monitor 24,Monitores,2,1126.37,Web,Tarjeta
8707,2025-12-27,73601,Estados Unidos,Sucursal-2,Audifonos BT,Audio,1,359.15,Web,PayPal
8708,2025-11-04,7988,Mexico,Sucursal-7,Silla Ergonomica,Muebles,3,1520.92,Marketplace,Tarjeta
8709,2025-04-30,109916,Estados Unidos,Sucursal-1,Impresora Laser,Impresion,4,1680.98,Tienda,Efectivo
8710,2025-01-04,59993,Guatemala,Sucursal-8,Audifonos BT,Audio,3,360.64,Tienda,Efectivo
8711,2025-07-01,43370,Guatemala,Sucursal-27,SSD 1TB,Almacenamiento,8,637.5,Tienda,Transferencia
8712,2025-07-21,4952,El Salvador,Sucursal-2,Silla Ergonomica,Muebles,7,1714.13,App,PayPal
8713,2025-10-31,26285,Mexico,Sucursal-13,Mouse Gamer X,Accesorios,5,172.73,Marketplace,Efectivo
8714,2025-08-30,104129,Estados Unidos,Sucursal-26,Teclado Mecanico,Accesorios,1,450.89,Web,Tarjeta
8715,2026-03-15,84968,El Salvador,Sucursal-30,Teclado Mecanico,Accesorios,2,417.79,Tienda,PayPal
8716,2026-02-26,22577,El Salvador,Sucursal-11,Laptop Pro 14,Computadoras,2,8948.79,Tienda,PayPal
8717,2025-01-02,61857,Mexico,Sucursal-5,Router WiFi 6,Redes,7,801.62,App,Transferencia
8718,2026-03-04,35811,Mexico,Sucursal-11,Mouse Gamer X,Accesorios,5,175.91,Tienda,Tarjeta
8719,2025-12-11,80161,Estados Unidos,Sucursal-6,Mouse Gamer X,Accesorios,3,161.56,Web,Efectivo
8720,2025-11-29,119200,Guatemala,Sucursal-23,SSD 1TB,Almacenamiento,3,598.32,Web,Efectivo
8721,2025-08-10,28868,El Salvador,Sucursal-28,Router WiFi 6,Redes,8,640.86,App,Tarjeta
8722,2025-05-26,71324,Estados Unidos,Sucursal-20,Monitor 24,Monitores,1,1160.59,Marketplace,Tarjeta
8723,2025-08-16,59650,Guatemala,Sucursal-13,Router WiFi 6,Redes,4,701.49,Tienda,Efectivo
8724,2025-11-21,99162,Estados Unidos,Sucursal-3,SSD 1TB,Almacenamiento,2,606.55,Marketplace,Transferencia
8725,2025-03-27,48480,Mexico,Sucursal-14,USB 64GB,Almacenamiento,1,75.19,Tienda,Tarjeta
8726,2025-04-21,80993,Guatemala,Sucursal-26,Silla Ergonomica,Muebles,5,1447.8,Web,Tarjeta
8727,2025-11-22,27779,Mexico,Sucursal-2,Audifonos BT,Audio,7,273.27,Marketplace,Transferencia
8728,2026-05-14,47625,Honduras,Sucursal-25,USB 64GB,Almacenamiento,1,80.79,Marketplace,Efectivo
8729,2026-04-08,64207,El Salvador,Sucursal-15,Router WiFi 6,Redes,3,839.99,App,Efectivo
8730,2025-03-27,58303,Estados Unidos,Sucursal-11,Mouse Gamer X,Accesorios,3,177.46,Tienda,PayPal
8731,2025-08-19,88996,Mexico,Sucursal-8,Impresora Laser,Impresion,7,1686.62,App,PayPal
8732,2025-07-27,118053,El Salvador,Sucursal-22,Teclado Mecanico,Accesorios,8,437.85,Tienda,PayPal
8733,2026-01-27,47021,El Salvador,Sucursal-15,Router WiFi 6,Redes,5,722.54,Marketplace,Efectivo
8734,2026-03-15,83863,Honduras,Sucursal-28,Impresora Laser,Impresion,2,1628.1,Tienda,Efectivo
8735,2025-04-08,136,Guatemala,Sucursal-11,SSD 1TB,Almacenamiento,2,690.23,Marketplace,Transferencia
8736,2026-05-04,73967,El Salvador,Sucursal-13,Monitor 24,Monitores,5,1339.09,Web,Efectivo
8737,2025-07-27,34089,Mexico,Sucursal-27,Router WiFi 6,Redes,2,633.34,App,Efectivo
8738,2025-04-10,2353,El Salvador,Sucursal-28,Laptop Pro 14,Computadoras,3,7498.44,Marketplace,Tarjeta
8739,2025-10-13,79949,Mexico,Sucursal-21,Router WiFi 6,Redes,8,751.31,Marketplace,Tarjeta
8740,2026-05-09,16905,Estados Unidos,Sucursal-6,Impresora Laser,Impresion,7,1382.2,Tienda,Transferencia
8741,2025-03-05,74320,Estados Unidos,Sucursal-17,Router WiFi 6,Redes,6,750.17,App,Efectivo
8742,2025-11-09,70831,Honduras,Sucursal-7,Monitor 24,Monitores,4,1399.06,Web,Tarjeta
8743,2026-02-15,117388,Guatemala,Sucursal-12,Impresora Laser,Impresion,1,1473.6,Tienda,Efectivo
8744,2026-02-22,101489,Honduras,Sucursal-7,Impresora Laser,Impresion,4,1676.66,Marketplace,PayPal
8745,2026-05-06,46032,Mexico,Sucursal-2,Router WiFi 6,Redes,8,811.99,Tienda,PayPal
8746,2025-10-28,51474,El Salvador,Sucursal-19,Monitor 24,Monitores,4,1467.29,Marketplace,PayPal
8747,2026-03-21,36039,El Salvador,Sucursal-12,Laptop Pro 14,Computadoras,1,8076.02,Marketplace,Transferencia
8748,2026-03-03,70543,Estados Unidos,Sucursal-15,Audifonos BT,Audio,2,278.26,Web,PayPal
8749,2026-01-11,4113,Guatemala,Sucursal-24,Audifonos BT,Audio,3,277.8,Web,PayPal
8750,2025-01-26,110098,El Salvador,Sucursal-27,Silla Ergonomica,Muebles,6,1874.37,Tienda,PayPal
8751,2026-04-15,30828,Estados Unidos,Sucursal-27,Laptop Pro 14,Computadoras,3,9638.01,Web,Tarjeta
8752,2026-04-22,36861,Estados Unidos,Sucursal-10,Monitor 24,Monitores,1,1083.52,Marketplace,Transferencia
8753,2026-04-20,104600,Mexico,Sucursal-4,Monitor 24,Monitores,8,1486.54,Web,Transferencia
8754,2025-12-23,11637,Estados Unidos,Sucursal-10,Monitor 24,Monitores,5,1493.41,Marketplace,Efectivo
8755,2025-10-22,22127,Mexico,Sucursal-23,SSD 1TB,Almacenamiento,6,674.67,Tienda,Efectivo
8756,2026-02-03,12162,Estados Unidos,Sucursal-11,Silla Ergonomica,Muebles,1,1373.9,Tienda,Transferencia
8757,2025-10-18,105419,El Salvador,Sucursal-3,Laptop Pro 14,Computadoras,5,8708.39,Marketplace,Transferencia
8758,2025-10-22,27233,Honduras,Sucursal-5,Router WiFi 6,Redes,6,758.4,App,Transferencia
8759,2026-04-29,79187,El Salvador,Sucursal-25,Teclado Mecanico,Accesorios,5,452.89,Web,PayPal
8760,2026-02-14,19639,Guatemala,Sucursal-15,Teclado Mecanico,Accesorios,4,502.35,Marketplace,Tarjeta
8761,2025-01-02,67054,Mexico,Sucursal-16,Monitor 24,Monitores,2,1283.5,Marketplace,Efectivo
8762,2025-06-04,50620,Honduras,Sucursal-30,SSD 1TB,Almacenamiento,8,717.68,App,PayPal
8763,2025-10-26,33502,Mexico,Sucursal-21,Audifonos BT,Audio,3,349.76,Marketplace,PayPal
8764,2025-01-04,32832,Mexico,Sucursal-1,Impresora Laser,Impresion,8,1524.99,Web,PayPal
8765,2026-04-02,1287,Estados Unidos,Sucursal-13,Mouse Gamer X,Accesorios,3,167.28,Marketplace,Transferencia
8766,2026-02-20,29063,El Salvador,Sucursal-24,Impresora Laser,Impresion,3,1518.57,Marketplace,Efectivo
8767,2026-01-19,117720,Estados Unidos,Sucursal-28,Audifonos BT,Audio,1,292.47,Tienda,Efectivo
8768,2025-10-01,79062,El Salvador,Sucursal-6,Audifonos BT,Audio,5,273.75,Tienda,Efectivo
8769,2026-04-01,95535,El Salvador,Sucursal-13,Mouse Gamer X,Accesorios,1,155.63,App,Tarjeta
8770,2025-04-06,56211,Mexico,Sucursal-7,Teclado Mecanico,Accesorios,1,386.33,Marketplace,Efectivo
8771,2025-10-29,69484,Guatemala,Sucursal-19,Impresora Laser,Impresion,7,1452.45,App,PayPal
8772,2026-03-14,85096,El Salvador,Sucursal-24,Silla Ergonomica,Muebles,3,1524.31,App,PayPal
8773,2025-03-06,13435,Mexico,Sucursal-3,Audifonos BT,Audio,7,335.32,App,Tarjeta
8774,2025-03-07,53886,Mexico,Sucursal-14,Mouse Gamer X,Accesorios,4,156.94,Marketplace,Efectivo
8775,2025-01-16,98963,Mexico,Sucursal-7,USB 64GB,Almacenamiento,4,69.79,Web,PayPal
8776,2025-08-31,8045,Mexico,Sucursal-12,Silla Ergonomica,Muebles,3,1543.2,App,PayPal
8777,2026-03-08,16907,Guatemala,Sucursal-3,USB 64GB,Almacenamiento,3,71.43,Marketplace,Efectivo
8778,2025-10-28,78714,Mexico,Sucursal-29,Router WiFi 6,Redes,8,826.7,App,PayPal
8779,2025-10-14,40710,Mexico,Sucursal-23,Router WiFi 6,Redes,2,652.19,App,Transferencia
8780,2025-08-22,2799,El Salvador,Sucursal-11,Audifonos BT,Audio,7,362.5,Marketplace,PayPal
8781,2026-01-28,54351,Honduras,Sucursal-25,Audifonos BT,Audio,7,375.59,Tienda,Transferencia
8782,2025-11-30,31722,Honduras,Sucursal-11,Impresora Laser,Impresion,7,1588.56,App,Transferencia
8783,2025-12-22,25630,El Salvador,Sucursal-20,Audifonos BT,Audio,5,370.95,Marketplace,Tarjeta
8784,2025-03-28,64556,Guatemala,Sucursal-14,Silla Ergonomica,Muebles,3,1431.0,Tienda,Tarjeta
8785,2025-03-18,100129,Estados Unidos,Sucursal-4,Impresora Laser,Impresion,8,1512.97,Marketplace,PayPal
8786,2025-10-17,107761,Mexico,Sucursal-27,SSD 1TB,Almacenamiento,8,704.36,Tienda,Efectivo
8787,2025-06-13,73268,El Salvador,Sucursal-22,Mouse Gamer X,Accesorios,3,155.22,Marketplace,Efectivo
8788,2026-03-25,80456,Mexico,Sucursal-30,Audifonos BT,Audio,6,346.29,Tienda,Efectivo
8789,2025-01-26,7080,El Salvador,Sucursal-2,Monitor 24,Monitores,3,1393.04,Marketplace,PayPal
8790,2026-02-08,46074,El Salvador,Sucursal-9,USB 64GB,Almacenamiento,1,86.58,Tienda,Tarjeta
8791,2025-09-03,117686,El Salvador,Sucursal-29,Monitor 24,Monitores,4,1279.17,Web,PayPal
8792,2025-08-23,46786,Honduras,Sucursal-2,SSD 1TB,Almacenamiento,7,723.87,App,Transferencia
8793,2025-11-13,7771,Mexico,Sucursal-30,Teclado Mecanico,Accesorios,5,507.99,Marketplace,Tarjeta
8794,2026-02-23,85319,Mexico,Sucursal-20,Impresora Laser,Impresion,5,1362.24,Tienda,Tarjeta
8795,2025-10-23,44098,Mexico,Sucursal-14,Impresora Laser,Impresion,1,1713.69,Marketplace,PayPal
8796,2025-07-31,83371,Guatemala,Sucursal-9,Monitor 24,Monitores,7,1235.13,Marketplace,PayPal
8797,2025-05-25,2344,Guatemala,Sucursal-15,Laptop Pro 14,Computadoras,8,8532.11,Tienda,Tarjeta
8798,2025-10-16,19999,Honduras,Sucursal-18,Teclado Mecanico,Accesorios,6,415.19,Marketplace,Efectivo
8799,2026-05-02,46825,Honduras,Sucursal-25,Teclado Mecanico,Accesorios,5,462.11,Marketplace,Tarjeta
8800,2025-02-09,71272,Honduras,Sucursal-4,Audifonos BT,Audio,2,293.36,Web,PayPal
8801,2026-04-08,21635,Mexico,Sucursal-9,USB 64GB,Almacenamiento,7,85.7,App,Transferencia
8802,2025-09-12,11697,Estados Unidos,Sucursal-18,Router WiFi 6,Redes,3,828.12,Tienda,Tarjeta
8803,2025-05-16,112241,Guatemala,Sucursal-28,Teclado Mecanico,Accesorios,4,479.24,Marketplace,Transferencia
8804,2025-08-06,32245,Estados Unidos,Sucursal-28,USB 64GB,Almacenamiento,3,80.7,App,Tarjeta
8805,2026-01-24,63827,Honduras,Sucursal-18,Laptop Pro 14,Computadoras,3,7924.05,App,PayPal
8806,2025-01-22,18356,Estados Unidos,Sucursal-10,Teclado Mecanico,Accesorios,2,391.89,Tienda,PayPal
8807,2025-02-11,38603,Mexico,Sucursal-14,Laptop Pro 14,Computadoras,8,7990.22,Web,Tarjeta
8808,2026-04-23,84122,Mexico,Sucursal-11,USB 64GB,Almacenamiento,4,78.99,Web,Tarjeta
8809,2025-01-19,40870,Guatemala,Sucursal-17,Laptop Pro 14,Computadoras,8,8302.74,App,Transferencia
8810,2025-03-21,102572,El Salvador,Sucursal-7,Mouse Gamer X,Accesorios,1,203.89,Marketplace,Tarjeta
8811,2025-12-04,82536,Guatemala,Sucursal-13,USB 64GB,Almacenamiento,3,73.74,Marketplace,Efectivo
8812,2026-03-29,104292,Guatemala,Sucursal-19,USB 64GB,Almacenamiento,4,84.01,App,PayPal
8813,2025-01-01,113133,Guatemala,Sucursal-8,Laptop Pro 14,Computadoras,4,7966.62,App,Transferencia
8814,2025-07-17,73394,Guatemala,Sucursal-22,Audifonos BT,Audio,7,309.02,Marketplace,Efectivo
8815,2026-02-10,23806,El Salvador,Sucursal-5,Teclado Mecanico,Accesorios,1,444.09,Web,PayPal
8816,2026-02-18,24852,El Salvador,Sucursal-18,Silla Ergonomica,Muebles,3,1820.71,Tienda,PayPal
8817,2026-03-10,106450,Estados Unidos,Sucursal-11,Router WiFi 6,Redes,6,698.5,Marketplace,Tarjeta
8818,2026-01-22,111187,Mexico,Sucursal-26,Monitor 24,Monitores,2,1357.32,Marketplace,PayPal
8819,2025-02-25,18936,Guatemala,Sucursal-27,USB 64GB,Almacenamiento,6,81.41,App,Transferencia
8820,2026-02-02,7573,El Salvador,Sucursal-25,Monitor 24,Monitores,7,1412.52,Web,Tarjeta
8821,2026-05-01,103728,Guatemala,Sucursal-17,Teclado Mecanico,Accesorios,6,507.93,App,Efectivo
8822,2025-12-19,83770,Estados Unidos,Sucursal-24,Teclado Mecanico,Accesorios,2,431.4,Marketplace,Transferencia
8823,2025-12-14,71325,Mexico,Sucursal-2,Laptop Pro 14,Computadoras,7,8076.94,Tienda,Transferencia
8824,2025-05-11,21583,Guatemala,Sucursal-22,Monitor 24,Monitores,4,1411.9,Web,Efectivo
8825,2025-10-12,20124,El Salvador,Sucursal-27,Audifonos BT,Audio,3,369.1,Marketplace,Tarjeta
8826,2025-10-21,85492,El Salvador,Sucursal-18,USB 64GB,Almacenamiento,5,80.12,Marketplace,Efectivo
8827,2025-08-22,48161,Honduras,Sucursal-15,Router WiFi 6,Redes,5,672.33,App,Tarjeta
8828,2025-06-25,19211,Guatemala,Sucursal-6,Router WiFi 6,Redes,5,829.36,Web,Efectivo
8829,2025-01-27,2573,Honduras,Sucursal-5,Mouse Gamer X,Accesorios,7,196.34,Web,Tarjeta
8830,2026-04-23,12654,Guatemala,Sucursal-7,USB 64GB,Almacenamiento,1,87.6,Tienda,Transferencia
8831,2025-01-04,106333,Guatemala,Sucursal-7,Impresora Laser,Impresion,3,1250.96,Web,Efectivo
8832,2025-06-21,66199,Estados Unidos,Sucursal-2,SSD 1TB,Almacenamiento,3,675.24,App,Efectivo
8833,2025-05-20,16728,Mexico,Sucursal-27,Monitor 24,Monitores,6,1342.11,Marketplace,Tarjeta
8834,2026-03-15,27039,Mexico,Sucursal-29,Mouse Gamer X,Accesorios,6,214.77,Marketplace,PayPal
8835,2025-04-17,36555,Honduras,Sucursal-16,Laptop Pro 14,Computadoras,6,7308.27,Web,Tarjeta
8836,2026-05-02,115784,Estados Unidos,Sucursal-26,SSD 1TB,Almacenamiento,5,688.05,Marketplace,Tarjeta
8837,2025-08-26,16546,Guatemala,Sucursal-8,Impresora Laser,Impresion,7,1543.21,App,Efectivo
8838,2025-03-13,99956,Mexico,Sucursal-24,Teclado Mecanico,Accesorios,2,440.73,App,Efectivo
8839,2025-03-02,58247,Honduras,Sucursal-13,Audifonos BT,Audio,7,273.6,Marketplace,Efectivo
8840,2026-01-05,106710,Honduras,Sucursal-21,Audifonos BT,Audio,8,300.7,Marketplace,PayPal
8841,2025-10-03,16806,Mexico,Sucursal-1,Teclado Mecanico,Accesorios,8,475.04,Marketplace,Tarjeta
8842,2025-06-26,111987,Honduras,Sucursal-2,Laptop Pro 14,Computadoras,7,7280.88,Web,Efectivo
8843,2025-03-23,3160,Mexico,Sucursal-30,Router WiFi 6,Redes,2,765.68,App,Efectivo
8844,2025-01-04,48723,Guatemala,Sucursal-17,Laptop Pro 14,Computadoras,8,8213.52,Marketplace,Tarjeta
8845,2025-06-09,16676,El Salvador,Sucursal-24,Audifonos BT,Audio,4,286.23,Web,Transferencia
8846,2025-12-20,35211,Mexico,Sucursal-16,Impresora Laser,Impresion,1,1343.07,Web,Tarjeta
8847,2025-05-13,34798,Guatemala,Sucursal-23,USB 64GB,Almacenamiento,7,75.63,Marketplace,Tarjeta
8848,2026-02-13,12617,Guatemala,Sucursal-4,Teclado Mecanico,Accesorios,5,456.44,App,Efectivo
8849,2025-04-03,100268,Mexico,Sucursal-14,Monitor 24,Monitores,5,1416.04,App,PayPal
8850,2025-08-24,293,Mexico,Sucursal-21,Router WiFi 6,Redes,3,665.42,Marketplace,PayPal
8851,2025-11-29,24556,Mexico,Sucursal-17,Impresora Laser,Impresion,3,1575.67,Tienda,PayPal
8852,2025-07-02,32578,Mexico,Sucursal-14,USB 64GB,Almacenamiento,4,77.18,Web,PayPal
8853,2025-01-19,106919,Guatemala,Sucursal-11,Mouse Gamer X,Accesorios,2,157.58,Web,Tarjeta
8854,2026-05-06,37907,Mexico,Sucursal-4,Impresora Laser,Impresion,3,1346.91,Web,Efectivo
8855,2025-02-08,102081,Mexico,Sucursal-27,Monitor 24,Monitores,3,1350.19,Marketplace,Efectivo
8856,2026-04-10,16460,El Salvador,Sucursal-27,Impresora Laser,Impresion,7,1399.09,Marketplace,Tarjeta
8857,2025-10-13,91623,Mexico,Sucursal-23,Teclado Mecanico,Accesorios,1,387.46,App,Efectivo
8858,2025-12-03,41776,Guatemala,Sucursal-9,Audifonos BT,Audio,4,356.01,Tienda,Transferencia
8859,2025-12-23,93275,Estados Unidos,Sucursal-27,Monitor 24,Monitores,4,1123.91,Web,Tarjeta
8860,2025-11-11,84031,El Salvador,Sucursal-4,Laptop Pro 14,Computadoras,1,9236.09,Tienda,PayPal
8861,2025-04-23,84323,Mexico,Sucursal-15,Silla Ergonomica,Muebles,6,1773.57,Web,Tarjeta
8862,2025-03-31,95922,El Salvador,Sucursal-22,Impresora Laser,Impresion,2,1389.0,Web,Transferencia
8863,2025-09-25,74776,Honduras,Sucursal-30,Audifonos BT,Audio,4,278.13,App,PayPal
8864,2026-03-15,13872,Mexico,Sucursal-27,Monitor 24,Monitores,8,1210.4,App,PayPal
8865,2025-04-16,63349,Guatemala,Sucursal-10,Router WiFi 6,Redes,4,685.09,Web,PayPal
8866,2025-03-25,107751,Honduras,Sucursal-15,Monitor 24,Monitores,4,1230.07,App,Transferencia
8867,2026-01-03,1770,Estados Unidos,Sucursal-21,Router WiFi 6,Redes,5,682.75,Web,Tarjeta
8868,2026-02-19,43902,Mexico,Sucursal-5,Mouse Gamer X,Accesorios,7,213.01,Tienda,Tarjeta
8869,2026-04-26,119842,El Salvador,Sucursal-3,Router WiFi 6,Redes,5,781.37,App,Efectivo
8870,2025-02-23,80696,Guatemala,Sucursal-14,Laptop Pro 14,Computadoras,4,8739.5,Marketplace,Transferencia
8871,2025-07-07,48451,Guatemala,Sucursal-11,Silla Ergonomica,Muebles,8,1754.59,Tienda,PayPal
8872,2025-11-08,116643,Honduras,Sucursal-14,Laptop Pro 14,Computadoras,5,9144.65,Tienda,Transferencia
8873,2025-06-02,58301,Mexico,Sucursal-12,USB 64GB,Almacenamiento,4,70.3,Marketplace,Transferencia
8874,2025-03-23,48701,Mexico,Sucursal-13,USB 64GB,Almacenamiento,5,80.45,Web,PayPal
8875,2025-09-28,87164,Honduras,Sucursal-16,SSD 1TB,Almacenamiento,8,638.96,Tienda,PayPal
8876,2025-09-13,32467,Guatemala,Sucursal-16,SSD 1TB,Almacenamiento,4,706.36,App,Efectivo
8877,2025-10-18,5973,Estados Unidos,Sucursal-19,Silla Ergonomica,Muebles,7,1699.92,App,PayPal
8878,2026-03-07,25653,Estados Unidos,Sucursal-8,Monitor 24,Monitores,7,1268.41,Web,Tarjeta
8879,2026-04-26,38221,Mexico,Sucursal-4,Impresora Laser,Impresion,2,1563.55,Tienda,Transferencia
8880,2025-12-25,69417,Mexico,Sucursal-26,Impresora Laser,Impresion,5,1731.26,Marketplace,Tarjeta
8881,2025-10-16,66210,Guatemala,Sucursal-14,Mouse Gamer X,Accesorios,8,164.49,Web,Transferencia
8882,2025-12-14,98592,Estados Unidos,Sucursal-23,Teclado Mecanico,Accesorios,1,490.55,Marketplace,Efectivo
8883,2025-07-04,95703,Mexico,Sucursal-6,Teclado Mecanico,Accesorios,5,441.0,App,Transferencia
8884,2025-11-18,81151,El Salvador,Sucursal-14,SSD 1TB,Almacenamiento,7,696.14,App,Tarjeta
8885,2025-04-25,73582,Estados Unidos,Sucursal-12,Teclado Mecanico,Accesorios,4,532.26,Marketplace,Tarjeta
8886,2026-02-22,82550,Guatemala,Sucursal-6,Teclado Mecanico,Accesorios,3,497.53,Web,Efectivo
8887,2025-12-16,27305,Estados Unidos,Sucursal-30,Monitor 24,Monitores,5,1313.72,Tienda,Efectivo
8888,2025-07-28,116014,Estados Unidos,Sucursal-14,Router WiFi 6,Redes,5,734.92,Marketplace,Efectivo
8889,2025-06-24,96593,Honduras,Sucursal-28,SSD 1TB,Almacenamiento,8,592.2,App,Efectivo
8890,2026-04-30,16178,Honduras,Sucursal-18,Laptop Pro 14,Computadoras,4,7883.9,Tienda,Tarjeta
8891,2026-02-01,102029,El Salvador,Sucursal-6,Router WiFi 6,Redes,4,808.83,App,Transferencia
8892,2025-09-23,66200,El Salvador,Sucursal-4,Audifonos BT,Audio,5,300.63,Tienda,Transferencia
8893,2025-05-15,80611,Estados Unidos,Sucursal-12,Router WiFi 6,Redes,2,733.72,App,Efectivo
8894,2025-12-15,93497,El Salvador,Sucursal-25,Impresora Laser,Impresion,8,1504.08,App,Transferencia
